id,Insult,Date,Comment,Usage
804,1,20120601000745Z,"""skinny little white boy...\n\nGo wipe your nose...""",PrivateTest
805,1,20120603131754Z,"""Allen, you are off your commie rocker""",PrivateTest
806,1,20120528093822Z,"""\xa0The only thing retarded is you.""",PrivateTest
807,1,20120827043218Z,"""Democrats hate success..\xa0 And commies like Obozo hate middle class.. (contrary the b.s. he says)\xa0 Why?\xa0 Once you become middle class - you become Republican and never go back to utopistic nonsense of libs..""",PrivateTest
808,1,20120528145219Z,"""that bitch that went off on him is ugly as shit""",PrivateTest
809,1,20120603045409Z,"""Then you sir, are an idiot""",PrivateTest
810,0,20120528134526Z,"""Thanks Curtis, and you're welcome......""",PrivateTest
811,1,20120602141950Z,"""You are a sad little boy.""",PrivateTest
812,0,20120529013611Z,"""lmao he wak but u gotta respect that he invented his own shit""",PrivateTest
813,1,20120601201023Z,"""Do you both enjoy the smell of your farts?""",PrivateTest
814,0,20120529022716Z,"""no respect for ones elders... fucked up to the max""",PrivateTest
815,0,20120527211610Z,"""No clause in any of your sentences is true.""",PrivateTest
816,0,20120602030451Z,"""Were you one of the inspectors?\n""",PrivateTest
817,0,20120531184426Z,"""Go back into hiding Bush... America still hasn't gotten over your failed presidency""",PrivateTest
818,1,20120601224149Z,"""are you stupid? If there twins there both 21 you moron. You want to know how many minutes apart they are? Does it matter? Your just as stupid as them, are you related?""",PrivateTest
819,1,20120601200916Z,"""Your dumb. This is a clear case of self defense. One day you will be in a situation where your glad someone was there to protect your pu$$y ass just like Zimmerman protected his own. All evidence clearly points to an act of self defense.""",PrivateTest
820,0,20120527070248Z,"""paws, I was taught a poem by one of my friends mother who spoke very poshly so you have to read this with a posh accent:\xa0\xa0 shit, buggar, aresehole, piss, cock, fart,\xa0\xa0\xa0 someone stole my horse & cart,\xa0\xa0 \xa0I don't give a bugger, I'll soon get another,\xa0\xa0 shit,\xa0 bugger, arsehole,\xa0 piss, cock, fart.\xa0\xa0\xa0 Didn't even know she knew such naughty words & I always smile when I think about it""",PrivateTest
821,0,20120531172922Z,"""\xa0ever heard of stockholm syndrome?\xa0 \n\n\xa0\n\nthe problem with anomaly is that it's really not necessary to work that many \nhours to get to the work they produce.\xa0\xa0 think about all the other shit you \ncould accomplish in life if you weren't spending another evening making carl \nricher""",PrivateTest
822,0,20120528181219Z,"""Must be nice having umps on your team.""",PrivateTest
823,0,20120527204847Z,"""Boggs are you f<m>ucking kidding me """,PrivateTest
824,0,20120528194113Z,"""Romney where are your tax reports?""",PrivateTest
825,0,20120529144054Z,"""At this moment your toes are touching each other.""",PrivateTest
826,0,20120601005940Z,"""Why don't you buy a gun Mywrong?...you could defend yourself from the white devils!\nIt's your Constitutional right...maybe you're afraid of the scary guns...you can get training Mywrong!""",PrivateTest
827,1,20120526232930Z,"""So, spectre, are you opining, from the pages of your comic book, that lowering business taxes will lower the cost of consumer goods?\xa0""",PrivateTest
828,0,20120528081202Z,"""Why is this lil motherfucka every kids dream?..lol...even my younger step sisters love them some damn beiber...smh...Wtf has he done?""",PrivateTest
829,1,20120531144728Z,"""\xa0Why did your parents wish you were adopted ?""",PrivateTest
830,0,20120825134057Z,"""tani kosova eshte edhe me e vogel  se sa ISHTE 1974 VIT...tani kur te mirret veriu...(explatohet mitrovica me trepc) serbet e mjedisit te kosoves nuk do lejojn kurre bashkim kombetare  te shqiptarve...\n\nflm THAQI HASHIM ,jJAKUP. EDita, ENVER hasani, dhe ju te tjere ,e dini vet cilet jeni.""",PrivateTest
831,1,20120602161918Z,"""\xa0and you are to stupid to be entrusted with a first amendment right.\xa0 shut up, stupid.""",PrivateTest
832,1,20120528181221Z,"""\xa0YOU RESPECT AN IDIOT YO""",PrivateTest
833,1,20120602190854Z,"""You really couldn't be more stupid if you tried.\n\nCongrats.""",PrivateTest
834,0,20120601073058Z,"""Goodnight Andy, God be with you. """,PrivateTest
835,1,20120528134813Z,"""are you 5  years old?""",PrivateTest
836,0,20120603184531Z,"""Do as you please.""",PrivateTest
837,0,20120603163625Z,"""Why in the living shit does ANYONE give freaking George Will a goddamned microphone? This guy is SUCH a moron it's just pathetic. And there isn't ANYTHING he wont' blame on ""liberals"", like ANY liberals actually hold power ANYWHERE in this country. Oh, yeah, we've got Bernie. And a press that completely IGNORES anyone as sane as he is. Otherwise, we have to keep on hearing ASSHOLE IDIOTS like this daily. \n\nGODDAMNIT, I HATE RIGHT WING HORSE SHIT! Why the FUCK do we have to put up with the lies, the admonishments of how WE are destroying the country, and the CONSTANT projection of what THEY are doing being OUR fault. I HATE FUCKING RIGHTIES! THEY ARE STUPID AND DEMAND THAT WE ALL BE AS GODDAMNED STUPID AS THEY ARE! What a bunch of TOTAL IDIOTS!""",PrivateTest
838,1,20120531032133Z,"""SUCK THE DICK, HEAT FANS <B> SUCK THE DICK HEAT FATS </B> SUCK THE DICK HEAT FANS""",PrivateTest
839,0,20120601140249Z,"""Thank you Jesus! """,PrivateTest
840,0,20120527140440Z,"""Disgusting. \xa0How about starting by not calling your own people hoodrats.""",PrivateTest
841,0,20120531144615Z,"""PEOPLE SAY ACCOUNT SYSTEM, ROOM FILTER, ROOM CUSTOMIZER AND THIS IDIOT ADDS THE MOST STUPID SHIT I EVER SAW""",PrivateTest
842,1,20120531150154Z,"""you're an idiot.""",PrivateTest
843,1,20120603052938Z,"""You state all this bullshit but no links to where you get your made up facts.""",PrivateTest
844,0,20120531162602Z,"""You can't express yourself better than that? """,PrivateTest
845,0,20120603070945Z,"""Cute are you going to make/sell these?""",PrivateTest
846,1,20120602214903Z,"""see what i mean? draiter is delusional. he thinks he has a direct line to capcom. trust me kid, you dont, capcom personally hates you. your the fans they are trying to get away from. you spread negativity and talk shit about the hard work they are doing like your a top developer. your not. your just a psycho crazy kid who thinks he knows whats best. fyi you dont because capcom is making millions off re4 re5 and soon re6. horror is dead, wake up""",PrivateTest
847,1,20120527233427Z,"""i wanna fuck u milani """,PrivateTest
848,1,20120528204333Z,"""How old are you van? 13?""",PrivateTest
849,0,20120529013650Z,"""If you like your own comment, others will follow...""",PrivateTest
850,1,20120529210200Z,"""The superior whites control you animals by keeping you on welfare and killing eachother. """,PrivateTest
851,0,20120531032829Z,"""Too bad NY.  You had your chance.""",PrivateTest
852,1,20120531150123Z,"""He didn't say that you dumb bitch.""",PrivateTest
853,0,20120603201721Z,"""Where is your list anyway?""",PrivateTest
854,0,20120528181335Z,"""It's Memorial Day. \xa0I'd like to thank those who signed up for all the right reasons. \xa0War is hell and the human race is predatory by nature and hell bent on its own destruction. \xa0Sadly, being in a position to defend yourself is a necessary evil \xa0On occasion - and I'm not talking about the bullshit wars of the last 50+ \xa0years - we have stuck our nose when we should have. \xa0Do away with fascist, right wing politics and fundamentalist religion and things might calm down. We can always dream.\xa0""",PrivateTest
855,1,20120528222439Z,"""\xa0shut up faggot face faggot lol""",PrivateTest
856,0,20120824204706Z,"""Personally, I'm not much for singing in the modern sense, and have little interest in hymns that were written in the modern era.\xa0 I find that many of them have questionable origins and debatable meanings.\xa0 People like to add or change them to suit their own agendas, too.\xa0 Just out of curiosity, since you're so concerned about the ""here and now"" what does ""old-time religion"" mean to you.\xa0 also, I found it interesting that according to wikipedia: ""It was also sung by the crowd at the lynching of Leo Frank"". """,PrivateTest
857,1,20120603113413Z,"""What is your problem. Think you are better than serving military personel ?\n\n""",PrivateTest
858,1,20120529025249Z,"""you are very ignorant...""",PrivateTest
859,1,20120602223901Z,"""And you, 3x, are a condescending jerk. """,PrivateTest
860,1,20120528222602Z,"""you are sick HOMO""",PrivateTest
861,1,20120603203220Z,"""Hahaha you are a moron... You say Rose sucks but now you are basically saying they cannot win w/o Rose.... Fuckkkinnngggg dumb asssssss""",PrivateTest
862,0,20120601000701Z,"""Just trade him now then, you are just killing his trade value by letting him sit out 9 weeks.""",PrivateTest
863,0,20120601163349Z,"""At least you didn't blame your brother.  LOL""",PrivateTest
864,0,20120601140545Z,"""Bless you Reverend.""",PrivateTest
865,1,20120531065746Z,"""Fuck Fuck Fuck you Mawe.""",PrivateTest
866,1,20120603174405Z,"""But you white people invaded, took over, enslaved, abused, ripped off, murdered, raped other countries since the beginning of time...but you want to keep so called white countries for white people while you control, corrupt, steal from and live in all the non white countries.\xa0 Are you nuts????""",PrivateTest
867,0,20120528181353Z,"""This shit fuckin corny af... There are Way better dances over there""",PrivateTest
868,1,20120825051647Z,"""Mohawk Nation\xa0Blah blah blahYou're a bug on a surfboard""",PrivateTest
869,1,20120824150410Z,"""Uhhhh, Ven, YOU'RE\xa0fat. \xa0Get over yourself, you will never make a living simply designing for Barbie.\xa0""",PrivateTest
870,1,20120529103823Z,"""\xa0if it were your mom, sister, and wife, it would be only one person!""",PrivateTest
871,1,20120601005808Z,"""Morally bankrupt.\n\nGod you are unbelievably stupid """,PrivateTest
872,0,20120527161035Z,"""Hahaha that's what you get. """,PrivateTest
873,1,20120529103613Z,"""Shut up with your non purposeful existant, you are just wasting oxygen!""",PrivateTest
874,1,20120602054538Z,"""done screwing your horse/sister?""",PrivateTest
875,1,20120603173718Z,"""\xa0typical Jew response... suppress FACTS... nazi... YOU'RE THE PROBLEMS....""",PrivateTest
876,0,20120825072047Z,"""""Fundamental"" is derived straight from the Latin origin. Saying it's derived from the 13th century meaning is like saying the English words ""to found"" and ""foundation"" also secretly mean ""buttocks"". The relationship of modern languages to Latin changed over time, it was different in the 15th century than two hundred years earlier.\xa0""",PrivateTest
877,1,20120527070339Z,"""you guys should bomb a bentley next! \xa0 \xa0fucking retards...""",PrivateTest
878,0,20120529163703Z,"""u can tell when niggas broke, they try to go at real niggas to get on BROKE ASS NIGGA the=s shit sucks like Hoes..\n\xa0""",PrivateTest
879,0,20120531144639Z,"""Dyosmeyu Maria! You are like a first year law student, a little knowledge of law, ang ingay-ingay na. You talk of statutory construction as if you are an expert, as if there is only one doctrine, as if you really understand what you are talking about, as if you are in the league of JPE, as if JPE would mind your respect of him being diminished.\n\nThe issue is simple: Did the former CJ fail to submit a truthful, complete SALN? Corona said Yes. \xa0\n\nEven if you are the chief defender of ex-CJ Corona, I don't your little knowledge will save him. You will argue a losing cause. I'm sure you don't have the level of skills of J Cuevas. \xa0 \xa0\xa0""",PrivateTest
880,1,20120531075602Z,"""Go away, you overrated street walker. Nobody cares.""",PrivateTest
881,1,20120528233125Z,"""get some respect and morals while you are gone junior.""",PrivateTest
882,0,20120531031953Z,"""You're welcome.  :)""",PrivateTest
883,0,20120601154245Z,"""\xa0Your screen name says a lot about you.""",PrivateTest
884,0,20120602024012Z,"""You shall walk again....""",PrivateTest
885,1,20120602065910Z,"""Someone is flagging me. \xa0Thanks. \xa0You're an idiot.""",PrivateTest
886,1,20120528100221Z,"""I heard they had to pump your mother's stomach after she ingested too much cum. Smh..I told that whore to stop sucking off the\xa0 neighborhood watch group. lmfao.""",PrivateTest
887,0,20120531173201Z,"""\xa0@Fuzzy Logic\xa0\xa0@FF_pickups\xa0\nHe's coming off of an ACL.\xa0 But if he's good, then you are right!""",PrivateTest
888,0,20120529022714Z,"""Yanksthruthicknthin, you are welcome here anytime :)""",PrivateTest
889,0,20120602033659Z,"""\xa0You are a good parent.""",PrivateTest
890,0,20120528004613Z,"""Chinese please don't eat your own shit if you are hungry and don't eat some fetus they're are human babies!""",PrivateTest
